date,close,high,low,open,since,volume,weightedAverage
2016-07-27 08:30:00,1.7,2.247,1.7,1.9,1469608200000000000,1997.5784,1.8661964
2016-07-27 09:00:00,1.9999900000000002,2.0,1.7,1.7,1469610000000000000,22616.617000000002,1.7998686000000002
2016-07-27 09:30:00,1.63,1.99,1.50003,1.99,1469611800000000000,36250.367,1.6919209
2016-07-27 10:00:00,1.54324,1.8199900000000002,1.40001,1.7,1469613600000000000,36624.586,1.6224298000000001
2016-07-27 10:30:00,1.6,1.6999900000000001,1.5432299999999999,1.6999900000000001,1469615400000000000,24880.291,1.6390185000000002
2016-07-27 11:00:00,1.6,1.67996,1.5,1.6,1469617200000000000,18329.916,1.5545101000000001
2016-07-27 11:30:00,1.511,1.68,1.5,1.6,1469619000000000000,24449.61,1.6086907
2016-07-27 12:00:00,1.6199,1.64979,1.5,1.58,1469620800000000000,23004.283,1.5708872999999999
2016-07-27 12:30:00,1.6400099999999995,1.66,1.58,1.58,1469622600000000000,14468.306999999999,1.6184484
2016-07-27 13:00:00,1.65998,1.66,1.57,1.6499700000000002,1469624400000000000,16805.43,1.6209421
2016-07-27 13:30:00,1.6649900000000002,1.67997,1.61001,1.65998,1469626200000000000,18339.781000000006,1.6480884999999998
2016-07-27 14:00:00,1.555,1.64999,1.555,1.61,1469628000000000000,10029.096,1.6009921
2016-07-27 14:30:00,1.5600100000000001,1.60999,1.56,1.60999,1469629800000000000,4939.6733,1.5657294
2016-07-27 15:00:00,1.5900100000000001,1.6015,1.4999,1.5959999999999999,1469631600000000000,22635.332000000002,1.5577428
2016-07-27 15:30:00,1.46,1.5900100000000001,1.46,1.5900100000000001,1469633400000000000,10983.168,1.5187626
2016-07-27 16:00:00,1.41,1.5729,1.41,1.47,1469635200000000000,37203.83,1.4626436999999999
2016-07-27 16:30:00,1.1,1.4101,1.1,1.40001,1469637000000000000,36944.965,1.2761505
2016-07-27 17:00:00,1.0979999999999999,1.1799899999999999,0.8301799999999999,1.101,1469638800000000000,63314.574,1.0262741
2016-07-27 17:30:00,1.06997,1.19999,1.0,1.0979999999999999,1469640600000000000,27957.504,1.0505541999999999
2016-07-27 18:00:00,1.053,1.09879,1.00001,1.0659999999999998,1469642400000000000,12122.988000000001,1.0373957
2016-07-27 18:30:00,1.23,1.49,1.05,1.07999,1469644200000000000,38130.984,1.3029276
2016-07-27 19:00:00,1.3894600000000001,1.39399,1.2,1.23,1469646000000000000,13622.205,1.3396976999999999
2016-07-27 19:30:00,1.1002,1.34999,1.1002,1.34999,1469647800000000000,37225.137,1.194832
2016-07-27 20:00:00,1.1925834,1.1925834,1.02,1.1002,1469649600000000000,10073.216999999999,1.1296928999999998
2016-07-27 20:30:00,1.23,1.23,1.06789,1.19,1469651400000000000,11108.948,1.1519386
2016-07-27 21:00:00,1.2,1.2798200000000002,1.2,1.2499799999999999,1469653200000000000,16335.353000000001,1.2075206
2016-07-27 21:30:00,1.22999,1.22999,1.17,1.2,1469655000000000000,9392.504,1.1954646
2016-07-27 22:00:00,1.2,1.2499799999999999,1.193,1.228,1469656800000000000,4101.022,1.2257159
2016-07-27 22:30:00,1.2868,1.2868,1.18401,1.19115,1469658600000000000,4910.614000000001,1.2322451
2016-07-27 23:00:00,1.43,1.5,1.23,1.2867899999999999,1469660400000000000,31665.188,1.416328
2016-07-27 23:30:00,1.44,1.44,1.37,1.43,1469662200000000000,16993.922,1.4180164
2016-07-28 00:00:00,1.38001,1.4443,1.38001,1.42574,1469664000000000000,9898.327,1.4083466999999998
2016-07-28 00:30:00,1.30001,1.4231,1.30001,1.38458,1469665800000000000,2977.1814,1.3980614
2016-07-28 01:00:00,1.28635,1.30011,1.2,1.30011,1469667600000000000,4939.8809999999985,1.2670606000000002
2016-07-28 01:30:00,1.32255,1.32255,1.30101,1.31,1469669400000000000,441.964,1.3102132
2016-07-28 02:00:00,1.25722,1.25722,1.25722,1.25722,1469671200000000000,0.6316316,1.25722
2016-07-28 02:30:00,1.3488200000000001,1.3488200000000001,1.26729,1.26729,1469673000000000000,1358.5603,1.3204192
2016-07-28 03:00:00,1.3462399999999999,1.4181700000000002,1.30956,1.3764100000000001,1469674800000000000,405.07662999999997,1.3584489
2016-07-28 03:30:00,1.34279,1.34279,1.29506,1.29506,1469676600000000000,173.44786000000005,1.2953353
2016-07-28 04:00:00,1.33263,1.33263,1.2947899999999999,1.2947899999999999,1469678400000000000,0.4717723,1.3152354
2016-07-28 04:30:00,1.33981,1.3672600000000001,1.33981,1.35205,1469680200000000000,291.21436,1.3541561000000002
2016-07-28 05:00:00,1.3393700000000002,1.3723100000000001,1.335,1.3723100000000001,1469682000000000000,378.79697000000004,1.3376938999999999
2016-07-28 05:30:00,1.2953,1.35982,1.25001,1.3393700000000002,1469683800000000000,1698.4109,1.2959702
2016-07-28 06:00:00,1.3838700000000002,1.3899700000000001,1.29701,1.29701,1469685600000000000,1882.9065,1.3459039
2016-07-28 06:30:00,1.36,1.38616,1.35058,1.38616,1469687400000000000,5950.7446,1.3682423000000001
2016-07-28 07:00:00,1.36889,1.4,1.28496,1.36237,1469689200000000000,11825.6875,1.3847778999999998
2016-07-28 07:30:00,1.3349600000000001,1.3673899999999999,1.3349600000000001,1.36696,1469691000000000000,7623.5537,1.3475688
2016-07-28 08:00:00,1.27009,1.35,1.26081,1.35,1469692800000000000,5241.934,1.3117883
2016-07-28 08:30:00,1.29,1.3255,1.27219,1.2853700000000001,1469694600000000000,4870.3784,1.2974985
2016-07-28 09:00:00,1.2662,1.3157,1.2662,1.29,1469696400000000000,4479.335,1.288664
2016-07-28 09:30:00,1.329,1.3430000000000002,1.291,1.3025,1469698200000000000,5034.571,1.3296286
2016-07-28 10:00:00,1.35,1.3502,1.306,1.329,1469700000000000000,4695.9243,1.3338685
2016-07-28 10:30:00,1.43699,1.4683,1.35,1.3568,1469701800000000000,24881.307,1.4039491000000002
2016-07-28 11:00:00,1.44,1.44,1.40866,1.40866,1469703600000000000,4789.3276,1.4195792999999999
2016-07-28 11:30:00,1.56051,1.56051,1.4449,1.4449,1469705400000000000,29529.676,1.5016378000000001
2016-07-28 12:00:00,1.6,1.6569999999999998,1.47,1.5719999999999998,1469707200000000000,66559.39,1.6048307
2016-07-28 12:30:00,1.62,1.64,1.55001,1.6,1469709000000000000,7376.053000000001,1.5995876
2016-07-28 13:00:00,1.63002,1.6400099999999995,1.57732,1.58165,1469710800000000000,10720.433,1.6110468
2016-07-28 13:30:00,1.642,1.65999,1.58,1.63006,1469712600000000000,19512.371,1.6416256
2016-07-28 14:00:00,1.5601200000000002,1.642,1.51001,1.642,1469714400000000000,20629.305,1.5918636
2016-07-28 14:30:00,1.5619999999999998,1.5649899999999999,1.5,1.56013,1469716200000000000,19897.62,1.5336504
2016-07-28 15:00:00,1.5995,1.62489,1.54932,1.55382,1469718000000000000,14028.9795,1.5937511999999998
2016-07-28 15:30:00,1.6280000000000001,1.6280000000000001,1.5189,1.5771600000000001,1469719800000000000,23232.748,1.5842286
2016-07-28 16:00:00,1.6744900000000005,1.68855,1.60016,1.6280000000000001,1469721600000000000,19045.938000000002,1.6507688000000005
2016-07-28 16:30:00,1.64993,1.6669999999999998,1.64,1.64745,1469723400000000000,1110.1182,1.6537677
2016-07-28 17:00:00,1.5881,1.62532,1.51741,1.62532,1469725200000000000,5003.7603,1.593389
2016-07-28 17:30:00,1.65,1.65,1.55186,1.60001,1469727000000000000,6244.906999999997,1.6250236999999998
2016-07-28 18:00:00,1.61289,1.6579,1.59514,1.64998,1469728800000000000,4644.1157,1.6385831000000002
2016-07-28 18:30:00,1.669,1.6696099999999998,1.6,1.6135899999999999,1469730600000000000,19958.836,1.6516334
2016-07-28 19:00:00,1.7199900000000001,1.79512,1.6666900000000002,1.67,1469732400000000000,36619.57,1.7234725
2016-07-28 19:30:00,1.6900099999999998,1.7582,1.62002,1.7199799999999998,1469734200000000000,17634.242,1.6851293999999999
2016-07-28 20:00:00,1.714,1.7299900000000001,1.6900099999999998,1.69585,1469736000000000000,4829.422000000001,1.7158360000000001
2016-07-28 20:30:00,1.68347,1.71997,1.63,1.7139900000000001,1469737800000000000,21636.217,1.6710576000000001
2016-07-28 21:00:00,1.5809,1.65173,1.55102,1.63878,1469739600000000000,20697.111,1.6068505
2016-07-28 21:30:00,1.62001,1.62001,1.4084,1.5771700000000002,1469741400000000000,24785.14,1.5281732
2016-07-28 22:00:00,1.5,1.63042,1.5,1.63042,1469743200000000000,8266.77,1.5577945
2016-07-28 22:30:00,1.52387,1.56,1.5119,1.56,1469745000000000000,12538.658000000001,1.5209030000000001
2016-07-28 23:00:00,1.5390000000000001,1.54698,1.5189,1.54698,1469746800000000000,666.2906,1.5242314
2016-07-28 23:30:00,1.5707,1.59429,1.53,1.59429,1469748600000000000,8910.773000000001,1.53243
2016-07-29 00:00:00,1.53969,1.5506,1.53969,1.5506,1469750400000000000,731.5255,1.5490547
2016-07-29 00:30:00,1.53003,1.55,1.53003,1.5497,1469752200000000000,1224.6874,1.5498771999999998
2016-07-29 01:00:00,1.484,1.5206899999999999,1.47868,1.5145899999999999,1469754000000000000,4574.4966,1.499277
2016-07-29 01:30:00,1.51,1.51,1.51,1.51,1469755800000000000,483.54717999999997,1.51
2016-07-29 02:00:00,1.4969999999999999,1.54555,1.4969999999999999,1.51,1469757600000000000,3828.2217,1.5268357
2016-07-29 02:30:00,1.49,1.495,1.48787,1.48787,1469759400000000000,3366.816,1.4906541000000002
2016-07-29 03:00:00,1.42001,1.49,1.42001,1.49,1469761200000000000,5587.6904,1.4898686
