date,close,high,low,open,since,volume,weightedAverage
2017-04-12 17:00:00,64.5,64.5,64.5,64.5,1492016400000000000,5.0,64.5
2017-04-12 17:30:00,65.0,65.0,63.0,64.5,1492018200000000000,5.852,64.58521999999999
2017-04-12 18:00:00,70.0,70.0,65.0,65.0,1492020000000000000,12.0,65.5
2017-04-12 18:30:00,65.0,70.0,65.0,70.0,1492021800000000000,2.9576921,67.78934
2017-04-12 19:00:00,63.0,63.0,63.0,63.0,1492023600000000000,1.0,63.0
2017-04-12 19:30:00,70.0,70.0,67.0,67.0,1492025400000000000,13.23686,68.05414
2017-04-12 20:00:00,69.0,69.0,69.0,69.0,1492027200000000000,7.0,69.0
2017-04-12 20:30:00,69.99999,69.99999,64.02,64.02,1492029000000000000,11.096241000000001,66.88301
2017-04-12 21:00:00,74.99999,75.5,69.89,69.89999,1492030800000000000,79.392365,73.60226999999998
2017-04-12 21:30:00,75.0,79.0,65.0,70.0,1492032600000000000,718.7971,71.57567
2017-04-12 22:00:00,68.888,75.0,64.50399999999999,74.99899,1492034400000000000,536.971,69.65456
2017-04-12 22:30:00,63.567009999999996,69.73999,63.567009999999996,68.888,1492036200000000000,254.47491000000002,67.45659
2017-04-12 23:00:00,65.0,67.99996,64.0,65.79896,1492038000000000000,342.7625700000001,65.42066
2017-04-12 23:30:00,64.20000999999999,65.99999,63.6,65.99999,1492039800000000000,41.728718,65.42161
2017-04-13 00:00:00,64.35,65.99599,64.20066,65.77,1492041600000000000,101.30854000000001,64.61291999999999
2017-04-13 00:30:00,64.0,65.98959,64.0,64.01001,1492043400000000000,30.151690999999996,64.16611999999999
2017-04-13 01:00:00,62.999959999999994,65.99898,62.12,65.99898,1492045200000000000,292.4088,63.220043000000004
2017-04-13 01:30:00,65.0,75.0,63.000119999999995,65.899,1492047000000000000,309.36865,69.858536
2017-04-13 02:00:00,62.9,63.00031,62.9,63.00031,1492048800000000000,17.00427,62.90641
2017-04-13 02:30:00,62.999990000000004,64.9955,62.99997,64.9955,1492050600000000000,11.5,64.30124
2017-04-13 03:00:00,63.99061999999999,63.992259999999995,62.008309999999994,62.00833000000001,1492052400000000000,42.978527,62.853115
2017-04-13 03:30:00,64.1,64.1,63.000009999999996,64.0,1492054200000000000,11.4125,64.087616
2017-04-13 04:00:00,64.99072,64.99318000000001,63.0,64.0,1492056000000000000,23.198948,64.15789000000001
2017-04-13 04:30:00,64.9835,64.98911,62.50385,64.98911,1492057800000000000,149.4526,63.69191
2017-04-13 05:00:00,65.87741,65.89984,64.98308,64.98315,1492059600000000000,23.5175,65.77533000000001
2017-04-13 05:30:00,64.99712,65.87657,64.99712,65.87657,1492061400000000000,84.591324,65.11805
2017-04-13 06:00:00,64.49714,64.9968,63.4,64.9968,1492063200000000000,310.25482,64.26153000000001
2017-04-13 06:30:00,64.48943,64.49701,62.500009999999996,64.49701,1492065000000000000,465.15872,64.218666
2017-04-13 07:00:00,64.99902,65.87998,63.326859999999996,64.48907,1492066800000000000,351.7631,64.578094
2017-04-13 07:30:00,65.65981,65.89997,64.3,64.5,1492068600000000000,337.9521,65.196
2017-04-13 08:00:00,65.8976,65.89958,64.10132,65.65965,1492070400000000000,251.31654,65.475555
